antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),frozenset({'RETROSPOT HEART HOT WATER BOTTLE'}),0.0466,0.0426,0.02,0.4291845493562232,10.074754679723549,1.0,0.01801484,1.6772496240601504,0.9447681980281099,0.28901734104046245,0.4037858255235254,0.4493340587156703
frozenset({'JAM MAKING SET WITH JARS'}),frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),0.0648,0.086,0.0278,0.42901234567901236,4.9885156474303765,1.0,0.0222272,1.6007351351351353,0.8549396581964539,0.22601626016260162,0.37528703028338334,0.37613407981625036
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.059,0.084,0.0252,0.42711864406779665,5.084745762711864,1.0,0.020243999999999998,1.5989349112426037,0.8537017357421183,0.21392190152801355,0.37458367256309677,0.3635593220338983
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.047,0.0478,0.02,0.425531914893617,8.902341315766046,1.0,0.0177534,1.6575333333333333,0.9314480587618047,0.26737967914438504,0.39669388247596826,0.42197097836731057
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",0.0494,0.0278,0.021,0.4251012145748988,15.291410596219382,1.0,0.01962668,1.691080281690141,0.9831725326360293,0.3736654804270464,0.40866201869460894,0.5902484490140681
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.0478,0.047,0.02,0.41841004184100417,8.902341315766046,1.0,0.0177534,1.6386115107913668,0.9322306238185254,0.26737967914438504,0.3897272212392489,0.42197097836731057
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'REGENCY CAKESTAND 3 TIER'})",0.0508,0.0246,0.021,0.4133858267716536,16.80430190128673,1.0,0.019750320000000002,1.6627624161073828,0.9908253566913491,0.38602941176470595,0.3985911695423965,0.6335221816785097
frozenset({'RECIPE BOX PANTRY YELLOW DESIGN'}),frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),0.0562,0.086,0.0232,0.4128113879003558,4.800132417445998,1.0,0.0183668,1.556569696969697,0.8388137463372574,0.1949579831932773,0.35756169354524703,0.3412894148804105
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.0496,0.045,0.02,0.40322580645161293,8.96057347670251,1.0,0.017768,1.6002702702702705,0.9347643097643097,0.2680965147453084,0.3751055564938356,0.4238351254480287
frozenset({'HOME BUILDING BLOCK WORD'}),frozenset({'LOVE BUILDING BLOCK WORD'}),0.0502,0.0394,0.0202,0.40239043824701193,10.212955285457156,1.0,0.018222119999999998,1.607404,0.949763264387083,0.2910662824207493,0.3778788655496689,0.4575403967884806
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.0588,0.0392,0.0232,0.3945578231292517,10.065250590031932,1.0,0.020895039999999997,1.5869393258426967,0.9569148702316924,0.3101604278074866,0.36985618560496636,0.4931972789115646
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.0508,0.0258,0.02,0.3937007874015748,15.259720441921505,1.0,0.018689360000000002,1.6067974025974023,0.984479561736199,0.35335689045936397,0.37764400267047304,0.5844472929255936
frozenset({'NATURAL SLATE HEART CHALKBOARD '}),frozenset({'HEART OF WICKER SMALL'}),0.0714,0.087,0.027,0.37815126050420167,4.3465662126919735,1.0,0.0207882,1.4682027027027027,0.8291334625601263,0.20547945205479454,0.3188951374635287,0.34424804404520426
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.084,0.0496,0.0316,0.3761904761904762,7.584485407066053,1.0,0.027433600000000002,1.5235419847328244,0.9477640815875297,0.3098039215686275,0.343634760301427,0.5066436251920123
frozenset({'SMALL POPCORN HOLDER'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0598,0.084,0.0224,0.37458193979933113,4.459308807134894,1.0,0.017376799999999998,1.464620320855615,0.8250904062965325,0.1845140032948929,0.3172291919206671,0.3206243032329989
frozenset({'SMALL POPCORN HOLDER'}),frozenset({'DOTCOM POSTAGE'}),0.0598,0.0418,0.0222,0.37123745819397996,8.881278904162201,1.0,0.01970036,1.523945744680851,0.9438455686062577,0.27959697732997485,0.3438086601899185,0.4511689683314398
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.0588,0.0388,0.0214,0.36394557823129253,9.38004067606424,1.0,0.01911856,1.5111914438502676,0.949203839997458,0.2808398950131234,0.33827047256688775,0.45774598499193486
frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'}),frozenset({'JAM MAKING SET WITH JARS'}),0.0594,0.0648,0.0216,0.36363636363636365,5.611672278338945,1.0,0.01775088,1.4696,0.8736976398043801,0.2105263157894737,0.31954273271638545,0.3484848484848485
frozenset({'HEART OF WICKER SMALL'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.087,0.1244,0.0312,0.3586206896551724,2.8828029715046015,1.0,0.020377199999999998,1.3651827956989249,0.7153509141460948,0.17314095449500558,0.26749736141522656,0.30471227408803636
frozenset({'PLEASE ONE PERSON METAL SIGN'}),frozenset({'GIN + TONIC DIET METAL SIGN'}),0.0592,0.0396,0.0212,0.3581081081081081,9.043134043134042,1.0,0.01885568,1.496202105263158,0.9453857014503914,0.27319587628865977,0.33164109548949194,0.44673082173082174
frozenset({'PLEASE ONE PERSON METAL SIGN'}),frozenset({'COOK WITH WINE METAL SIGN '}),0.0592,0.0414,0.021,0.3547297297297297,8.568350959655307,1.0,0.018549120000000002,1.485579057591623,0.9388726919339164,0.26381909547738697,0.3268618086060189,0.430988053270662
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.084,0.045,0.0294,0.35,7.777777777777778,1.0,0.02562,1.4692307692307691,0.9513412351840299,0.2951807228915662,0.3193717277486911,0.5016666666666667
frozenset({'NATURAL SLATE HEART CHALKBOARD '}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.0714,0.1244,0.0248,0.3473389355742297,2.7921136300179237,1.0,0.01591784,1.3415845493562233,0.6912000722558412,0.14502923976608187,0.2546127633328342,0.2733479243787547
frozenset({'JAM MAKING SET PRINTED'}),frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),0.0688,0.086,0.0236,0.3430232558139535,3.988642509464576,1.0,0.0176832,1.391221238938053,0.8046479119343002,0.17987804878048783,0.2812070632537784,0.30872093023255814
frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'}),frozenset({'JAM MAKING SET PRINTED'}),0.0594,0.0688,0.0202,0.34006734006734,4.9428392451648255,1.0,0.01611328,1.4110530612244896,0.8480620122399228,0.187037037037037,0.29130942876647337,0.31683599561506537
frozenset({'JAM MAKING SET WITH JARS'}),frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'}),0.0648,0.0594,0.0216,0.33333333333333337,5.611672278338945,1.0,0.01775088,1.4109,0.8787425149700598,0.2105263157894737,0.2912325466014601,0.3484848484848485
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.084,0.047,0.0276,0.32857142857142857,6.990881458966565,1.0,0.023652,1.4193617021276594,0.9355420543003606,0.2669245647969052,0.2954579523309849,0.45790273556231
frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),frozenset({'JAM MAKING SET WITH JARS'}),0.086,0.0648,0.0278,0.3232558139534884,4.9885156474303765,1.0,0.0222272,1.3819106529209624,0.8747697684303323,0.22601626016260162,0.27636421509141185,0.37613407981625036
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'DOTCOM POSTAGE'}),0.084,0.0418,0.027,0.3214285714285714,7.6896787423103214,1.0,0.0234888,1.4120842105263158,0.9497331392527899,0.2732793522267207,0.2918269374124101,0.4836807928913192
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG OWLS'}),0.084,0.0418,0.0266,0.31666666666666665,7.575757575757576,1.0,0.0230888,1.4022439024390245,0.9475982532751092,0.26814516129032256,0.2868573018854797,0.4765151515151515
frozenset({'HEART OF WICKER SMALL'}),frozenset({'NATURAL SLATE HEART CHALKBOARD '}),0.087,0.0714,0.027,0.3103448275862069,4.3465662126919735,1.0,0.0207882,1.3464699999999998,0.8433004746257758,0.20547945205479454,0.25731728148417715,0.34424804404520426
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.084,0.059,0.0252,0.3,5.084745762711864,1.0,0.020243999999999998,1.3442857142857145,0.8770014556040755,0.21392190152801355,0.25611052072263546,0.3635593220338983
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.094,0.0508,0.0278,0.2957446808510638,5.821745686044563,1.0,0.023024799999999998,1.3478066465256797,0.9141613861228898,0.2376068376068376,0.25805381463449617,0.42149438766962644
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.084,0.0478,0.0248,0.2952380952380952,6.176529189081489,1.0,0.0207848,1.3510945945945945,0.9149528102549654,0.23177570093457944,0.2598593732809233,0.40703327356047014
frozenset({'JAM MAKING SET PRINTED'}),frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'}),0.0688,0.0594,0.0202,0.29360465116279066,4.9428392451648255,1.0,0.01611328,1.3315489711934156,0.8566227756796299,0.187037037037037,0.2489949512681168,0.31683599561506537
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG STRAWBERRY'}),0.084,0.0392,0.0232,0.27619047619047615,7.045675413022351,1.0,0.0199072,1.3274210526315788,0.9367565125734078,0.23199999999999998,0.24665952975694852,0.4340136054421768
frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),frozenset({'JAM MAKING SET PRINTED'}),0.086,0.0688,0.0236,0.2744186046511628,3.9886425094645754,1.0,0.0176832,1.2833846153846153,0.8197900827059303,0.17987804878048783,0.22081035722848238,0.30872093023255814
frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),frozenset({'RECIPE BOX PANTRY YELLOW DESIGN'}),0.086,0.0562,0.0232,0.26976744186046514,4.800132417445999,1.0,0.0183668,1.2924649681528664,0.8661623783294349,0.1949579831932773,0.22628463854679504,0.3412894148804105
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'SMALL POPCORN HOLDER'}),0.084,0.0598,0.0224,0.26666666666666666,4.459308807134894,1.0,0.017376799999999998,1.282090909090909,0.8468886462882096,0.1845140032948929,0.22002410834574204,0.3206243032329989
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.094,0.0494,0.0246,0.26170212765957446,5.2976139202343004,1.0,0.0199564,1.2875561959654178,0.8954037222491429,0.20707070707070707,0.22333487024992052,0.3798389180807994
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),0.1244,0.0476,0.0318,0.25562700964630225,5.370315328703828,1.0,0.025878560000000002,1.279466090712743,0.9294097704072104,0.22681883024251073,0.21842399164878437,0.46184711826852926
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HEART OF WICKER SMALL'}),0.1244,0.087,0.0312,0.2508038585209003,2.8828029715046015,1.0,0.020377199999999998,1.2186394849785407,0.7459061039463049,0.17314095449500558,0.17941276946429388,0.30471227408803636
frozenset({'HEART OF WICKER SMALL'}),frozenset({'DOTCOM POSTAGE'}),0.087,0.0418,0.0216,0.24827586206896554,5.93961392509487,1.0,0.0179634,1.2746697247706424,0.9108859681148839,0.20149253731343286,0.2154830537142199,0.3825111367761096
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'RECYCLING BAG RETROSPOT '}),0.084,0.041,0.0208,0.2476190476190476,6.039488966318234,1.0,0.017356,1.274620253164557,0.9109422237151495,0.19961612284069097,0.21545260439942399,0.37746806039488967
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'HEART OF WICKER SMALL'}),0.084,0.087,0.0202,0.24047619047619045,2.7640941434044883,1.0,0.012891999999999999,1.2020689655172414,0.6967443469237753,0.13395225464190982,0.16810097532989096,0.23633004926108375
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.084,0.1244,0.02,0.23809523809523808,1.9139488592864797,1.0,0.0095504,1.1492250000000002,0.5213100436681223,0.10615711252653927,0.12984837607953184,0.1994334711376512
frozenset({'HEART OF WICKER SMALL'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.087,0.084,0.0202,0.23218390804597702,2.7640941434044883,1.0,0.012891999999999999,1.1929940119760478,0.6990337587975665,0.13395225464190982,0.16177282537770418,0.23633004926108375
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HEART OF WICKER LARGE'}),0.1244,0.067,0.0288,0.2315112540192926,3.4553918510342174,1.0,0.0204652,1.2140711297071132,0.811554616516928,0.17712177121771214,0.1763250311032075,0.3306810001439746
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.094,0.1244,0.0212,0.225531914893617,1.8129575152220017,1.0,0.0095064,1.1305824175824177,0.49493939772585277,0.10750507099391482,0.1155001312170135,0.1979749606622426
frozenset({'REGENCY CAKESTAND 3 TIER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.094,0.0378,0.021,0.22340425531914895,5.91016548463357,1.0,0.017446800000000002,1.2389972602739725,0.9169977924944813,0.18953068592057765,0.19289571328117747,0.3894799054373523
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'NATURAL SLATE HEART CHALKBOARD '}),0.1244,0.0714,0.0248,0.19935691318327975,2.7921136300179237,1.0,0.01591784,1.159817670682731,0.7330383589501761,0.14502923976608187,0.13779551279698443,0.2733479243787547
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.1244,0.0562,0.0246,0.1977491961414791,3.5186689704889518,1.0,0.01760872,1.1764400801603205,0.8174984308088855,0.15769230769230771,0.1499779573442245,0.3177358080351524
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.1244,0.0506,0.0236,0.18971061093247588,3.7492215599303536,1.0,0.01730536,1.1716801587301588,0.8374577045473902,0.15587846763540292,0.14652476399038958,0.3280568864939059
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'CANDLEHOLDER PINK HANGING HEART'}),0.1244,0.033,0.0232,0.1864951768488746,5.651368995420442,1.0,0.0190948,1.1886837944664033,0.9399859800570249,0.17287630402384502,0.15873337833389306,0.44476273993958876
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.1244,0.094,0.0212,0.17041800643086819,1.8129575152220019,1.0,0.0095064,1.0921162790697676,0.5121232233207202,0.10750507099391482,0.08434658546453441,0.1979749606622426
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.1244,0.084,0.02,0.1607717041800643,1.9139488592864797,1.0,0.0095504,1.0914789272030652,0.5453631795340338,0.10615711252653927,0.08381190412670776,0.1994334711376512
